Date & Time,Humidity,Temperature,Fahrenheit,No of Occupant
[2022-11-28 15:37:07.661] ,51.8,20.7,69.26,30
[2022-11-28 15:37:08.661] ,51.8,20.7,69.26,30
[2022-11-28 15:37:09.668] ,51.9,20.7,69.26,30
[2022-11-28 15:37:10.671] ,51.9,20.7,69.26,30
[2022-11-28 15:37:11.679] ,51.8,20.7,69.26,30
[2022-11-28 15:37:12.682] ,51.8,20.7,69.26,30
[2022-11-28 15:37:13.690] ,51.9,20.7,69.26,30
[2022-11-28 15:37:14.693] ,51.9,20.7,69.26,30
[2022-11-28 15:37:15.701] ,51.9,20.7,69.26,30
[2022-11-28 15:37:16.700] ,51.9,20.7,69.26,30
[2022-11-28 15:37:17.712] ,51.9,20.7,69.26,30
[2022-11-28 15:37:18.711] ,51.9,20.7,69.26,30
[2022-11-28 15:37:19.718] ,51.9,20.7,69.26,30
[2022-11-28 15:37:20.722] ,51.9,20.7,69.26,30
[2022-11-28 15:37:21.730] ,51.9,20.7,69.26,30
[2022-11-28 15:37:22.733] ,51.9,20.7,69.26,30
[2022-11-28 15:37:23.741] ,51.9,20.7,69.26,30
[2022-11-28 15:37:24.744] ,51.9,20.7,69.26,30
[2022-11-28 15:37:25.752] ,51.9,20.7,69.26,30
[2022-11-28 15:37:26.751] ,51.9,20.7,69.26,30
[2022-11-28 15:37:27.758] ,51.9,20.7,69.26,30
[2022-11-28 15:37:28.762] ,51.9,20.7,69.26,30
[2022-11-28 15:37:29.769] ,51.9,20.7,69.26,30
[2022-11-28 15:37:30.772] ,51.9,20.7,69.26,30
[2022-11-28 15:37:31.780] ,51.9,20.7,69.26,30
[2022-11-28 15:37:32.784] ,51.9,20.7,69.26,30
[2022-11-28 15:37:33.791] ,51.9,20.7,69.26,30
[2022-11-28 15:37:34.795] ,51.9,20.7,69.26,30
[2022-11-28 15:37:35.803] ,51.9,20.7,69.26,30
[2022-11-28 15:37:36.801] ,51.9,20.7,69.26,30
[2022-11-28 15:37:37.809] ,51.9,20.7,69.26,30
[2022-11-28 15:37:38.813] ,51.9,20.7,69.26,30
[2022-11-28 15:37:39.820] ,51.9,20.7,69.26,30
[2022-11-28 15:37:40.824] ,51.9,20.7,69.26,30
[2022-11-28 15:37:41.831] ,51.9,20.7,69.26,30
[2022-11-28 15:37:43.032] ,51.9,20.7,69.26,30
[2022-11-28 15:37:43.842] ,51.9,20.7,69.26,30
[2022-11-28 15:37:44.842] ,51.9,20.7,69.26,30
[2022-11-28 15:37:45.854] ,51.9,20.7,69.26,30
[2022-11-28 15:37:46.852] ,51.9,20.7,69.26,30
[2022-11-28 15:37:47.860] ,51.9,20.7,69.26,30
[2022-11-28 15:37:48.864] ,51.9,20.7,69.26,30
[2022-11-28 15:37:49.871] ,51.9,20.7,69.26,30
[2022-11-28 15:37:50.875] ,51.9,20.7,69.26,30
[2022-11-28 15:37:51.882] ,51.9,20.7,69.26,30
[2022-11-28 15:37:52.886] ,51.9,20.7,69.26,30
[2022-11-28 15:37:53.893] ,51.9,20.7,69.26,30
[2022-11-28 15:37:54.892] ,51.9,20.7,69.26,30
[2022-11-28 15:37:55.900] ,51.9,20.6,69.08,30
[2022-11-28 15:37:56.903] ,51.9,20.6,69.08,30
[2022-11-28 15:37:57.911] ,51.9,20.7,69.26,30
[2022-11-28 15:37:58.914] ,51.9,20.7,69.26,30
[2022-11-28 15:37:59.922] ,51.9,20.7,69.26,30
[2022-11-28 15:38:00.925] ,51.9,20.7,69.26,30
[2022-11-28 15:38:01.933] ,51.9,20.7,69.26,30
[2022-11-28 15:38:02.932] ,51.9,20.7,69.26,30
[2022-11-28 15:38:03.940] ,51.9,20.7,69.26,30
[2022-11-28 15:38:04.943] ,51.9,20.7,69.26,30
[2022-11-28 15:38:05.951] ,51.9,20.7,69.26,30
[2022-11-28 15:38:06.954] ,49.9,20.8,69.44,30
[2022-11-28 15:38:07.962] ,49.9,20.8,69.44,30
[2022-11-28 15:38:08.966] ,50.5,20.8,69.44,30
[2022-11-28 15:38:09.973] ,50.5,20.8,69.44,30
[2022-11-28 15:38:10.972] ,51,20.8,69.44,30
[2022-11-28 15:38:11.980] ,51,20.8,69.44,30
[2022-11-28 15:38:12.983] ,51.9,20.8,69.44,30
[2022-11-28 15:38:13.991] ,51.9,20.8,69.44,30
[2022-11-28 15:38:14.995] ,51.2,20.8,69.44,30
[2022-11-28 15:38:16.003] ,51.2,20.8,69.44,30
[2022-11-28 15:38:17.005] ,51.5,20.8,69.44,30
[2022-11-28 15:38:18.013] ,51.5,20.8,69.44,30
[2022-11-28 15:38:19.012] ,52,20.8,69.44,30
[2022-11-28 15:38:20.024] ,52,20.8,69.44,30
[2022-11-28 15:38:21.023] ,52.1,20.8,69.44,30
[2022-11-28 15:38:22.030] ,52.1,20.8,69.44,30
[2022-11-28 15:38:23.034] ,52.2,20.8,69.44,30
[2022-11-28 15:38:24.043] ,52.2,20.8,69.44,30
[2022-11-28 15:38:25.045] ,52.4,20.8,69.44,30
[2022-11-28 15:38:26.052] ,52.4,20.8,69.44,30
[2022-11-28 15:38:27.057] ,52.4,20.8,69.44,30
[2022-11-28 15:38:28.064] ,52.4,20.8,69.44,30
[2022-11-28 15:38:29.063] ,52.2,20.8,69.44,30
[2022-11-28 15:38:30.070] ,52.2,20.8,69.44,30
[2022-11-28 15:38:31.074] ,52.1,20.8,69.44,30
[2022-11-28 15:38:32.082] ,52.1,20.8,69.44,30
[2022-11-28 15:38:33.085] ,51.9,20.8,69.44,30
[2022-11-28 15:38:34.092] ,51.9,20.8,69.44,30
[2022-11-28 15:38:35.096] ,51.9,20.8,69.44,30
[2022-11-28 15:38:36.103] ,51.9,20.8,69.44,30
[2022-11-28 15:38:37.103] ,51.9,20.8,69.44,30
[2022-11-28 15:38:38.114] ,51.9,20.8,69.44,30
[2022-11-28 15:38:39.114] ,51.9,20.8,69.44,30
[2022-11-28 15:38:40.121] ,51.9,20.8,69.44,30
[2022-11-28 15:38:41.125] ,51.9,20.8,69.44,30
[2022-11-28 15:38:42.132] ,51.9,20.8,69.44,30
[2022-11-28 15:38:43.136] ,51.8,20.8,69.44,30
[2022-11-28 15:38:44.143] ,51.8,20.8,69.44,30
[2022-11-28 15:38:45.147] ,51.8,20.8,69.44,30
[2022-11-28 15:38:46.154] ,51.8,20.8,69.44,30
[2022-11-28 15:38:47.153] ,51.8,20.8,69.44,30
[2022-11-28 15:38:48.161] ,51.8,20.8,69.44,30
[2022-11-28 15:38:49.164] ,51.7,20.8,69.44,30
[2022-11-28 15:38:50.172] ,51.7,20.8,69.44,30
[2022-11-28 15:38:51.175] ,51.7,20.8,69.44,30
[2022-11-28 15:38:52.183] ,51.7,20.8,69.44,30
[2022-11-28 15:38:53.186] ,51.6,20.8,69.44,30
[2022-11-28 15:38:54.194] ,51.6,20.8,69.44,30
[2022-11-28 15:38:55.193] ,51.5,20.8,69.44,30
[2022-11-28 15:38:56.205] ,51.5,20.8,69.44,30
[2022-11-28 15:38:57.205] ,51.5,20.8,69.44,30
[2022-11-28 15:38:58.211] ,51.5,20.8,69.44,30
[2022-11-28 15:38:59.215] ,51.5,20.8,69.44,30
[2022-11-28 15:39:00.223] ,51.5,20.8,69.44,30
[2022-11-28 15:39:01.227] ,51.5,20.8,69.44,30
[2022-11-28 15:39:02.234] ,51.5,20.8,69.44,30
[2022-11-28 15:39:03.238] ,51.5,20.8,69.44,30
[2022-11-28 15:39:04.245] ,51.5,20.8,69.44,30
[2022-11-28 15:39:05.244] ,51.5,20.8,69.44,30
[2022-11-28 15:39:06.255] ,51.5,20.8,69.44,30
[2022-11-28 15:39:07.255] ,51.5,20.8,69.44,30
[2022-11-28 15:39:08.262] ,51.5,20.8,69.44,30
[2022-11-28 15:39:09.264] ,51.5,20.8,69.44,30
[2022-11-28 15:39:10.274] ,51.5,20.8,69.44,30
[2022-11-28 15:39:11.277] ,51.5,20.8,69.44,30
[2022-11-28 15:39:12.285] ,51.5,20.8,69.44,30
[2022-11-28 15:39:13.288] ,51.5,20.8,69.44,30
[2022-11-28 15:39:14.296] ,51.5,20.8,69.44,30
[2022-11-28 15:39:15.295] ,51.5,20.8,69.44,30
[2022-11-28 15:39:16.303] ,51.5,20.8,69.44,30
[2022-11-28 15:39:17.306] ,51.5,20.8,69.44,30
[2022-11-28 15:39:18.314] ,51.5,20.8,69.44,30
[2022-11-28 15:39:19.317] ,51.5,20.8,69.44,30
[2022-11-28 15:39:20.324] ,51.5,20.8,69.44,30
[2022-11-28 15:39:21.328] ,51.6,20.8,69.44,30
[2022-11-28 15:39:22.337] ,51.6,20.8,69.44,30
[2022-11-28 15:39:23.335] ,51.6,20.8,69.44,30
[2022-11-28 15:39:24.342] ,51.6,20.8,69.44,30
[2022-11-28 15:39:25.346] ,51.6,20.8,69.44,30
[2022-11-28 15:39:26.353] ,51.6,20.8,69.44,30
[2022-11-28 15:39:27.357] ,51.5,20.8,69.44,30
[2022-11-28 15:39:28.364] ,51.5,20.8,69.44,30
[2022-11-28 15:39:29.368] ,51.5,20.8,69.44,30
[2022-11-28 15:39:30.375] ,51.5,20.8,69.44,30
[2022-11-28 15:39:31.375] ,51.5,20.8,69.44,30
[2022-11-28 15:39:32.382] ,51.5,20.8,69.44,30
[2022-11-28 15:39:33.386] ,51.5,20.8,69.44,30
[2022-11-28 15:39:34.393] ,51.5,20.8,69.44,30
[2022-11-28 15:39:35.397] ,51.5,20.8,69.44,30
[2022-11-28 15:39:36.404] ,51.5,20.8,69.44,30
[2022-11-28 15:39:37.408] ,51.5,20.8,69.44,30
[2022-11-28 15:39:38.415] ,51.5,20.8,69.44,30
[2022-11-28 15:39:39.415] ,51.5,20.8,69.44,30
[2022-11-28 15:39:40.426] ,51.5,20.8,69.44,30
[2022-11-28 15:39:41.427] ,51.5,20.8,69.44,30
[2022-11-28 15:39:42.433] ,51.5,20.8,69.44,30
[2022-11-28 15:39:43.438] ,51.6,20.8,69.44,30
[2022-11-28 15:39:44.444] ,51.6,20.8,69.44,30
[2022-11-28 15:39:45.447] ,51.6,20.8,69.44,30
[2022-11-28 15:39:46.455] ,51.6,20.8,69.44,30
[2022-11-28 15:39:47.459] ,51.6,20.8,69.44,30
[2022-11-28 15:39:48.467] ,51.6,20.8,69.44,30
[2022-11-28 15:39:49.465] ,51.6,20.8,69.44,30
[2022-11-28 15:39:50.473] ,51.6,20.8,69.44,30
[2022-11-28 15:39:51.476] ,51.6,20.8,69.44,30
[2022-11-28 15:39:52.484] ,51.6,20.8,69.44,30
[2022-11-28 15:39:53.487] ,51.6,20.8,69.44,30
[2022-11-28 15:39:54.495] ,51.6,20.8,69.44,30
[2022-11-28 15:39:55.498] ,51.6,20.8,69.44,30
[2022-11-28 15:39:56.506] ,51.6,20.8,69.44,30
[2022-11-28 15:39:57.510] ,51.6,20.8,69.44,30
[2022-11-28 15:39:58.517] ,51.6,20.8,69.44,30
[2022-11-28 15:39:59.516] ,51.6,20.8,69.44,30
[2022-11-28 15:40:00.524] ,51.6,20.8,69.44,30
[2022-11-28 15:40:01.527] ,51.6,20.8,69.44,30
[2022-11-28 15:40:02.535] ,51.6,20.8,69.44,30
[2022-11-28 15:40:03.537] ,51.6,20.8,69.44,30
[2022-11-28 15:40:04.546] ,51.6,20.8,69.44,30
[2022-11-28 15:40:05.549] ,49.9,20.8,69.44,30
[2022-11-28 15:40:06.557] ,49.9,20.8,69.44,30
[2022-11-28 15:40:07.556] ,50.5,20.8,69.44,30
[2022-11-28 15:40:08.569] ,50.5,20.8,69.44,30
[2022-11-28 15:40:09.567] ,51,20.8,69.44,30
[2022-11-28 15:40:10.574] ,51,20.8,69.44,30
[2022-11-28 15:40:11.578] ,51.9,20.8,69.44,30
[2022-11-28 15:40:12.586] ,51.9,20.8,69.44,30
[2022-11-28 15:40:13.589] ,51.2,20.8,69.44,30
[2022-11-28 15:40:14.598] ,51.2,20.8,69.44,30
[2022-11-28 15:40:15.600] ,51.5,20.8,69.44,30
[2022-11-28 15:40:16.607] ,51.5,20.8,69.44,30
[2022-11-28 15:40:17.607] ,52,20.8,69.44,30
[2022-11-28 15:40:18.614] ,52,20.8,69.44,30
[2022-11-28 15:40:19.618] ,52.1,20.8,69.44,30
[2022-11-28 15:40:20.625] ,52.1,20.8,69.44,30
[2022-11-28 15:40:21.629] ,52.2,20.8,69.44,30
[2022-11-28 15:40:22.637] ,52.2,20.8,69.44,30
[2022-11-28 15:40:23.641] ,52.4,20.8,69.44,30
[2022-11-28 15:40:24.647] ,52.4,20.8,69.44,30
[2022-11-28 15:40:25.646] ,52.4,20.8,69.44,30
[2022-11-28 15:40:26.654] ,52.4,20.8,69.44,30
[2022-11-28 15:40:27.658] ,52.2,20.8,69.44,30
[2022-11-28 15:40:28.665] ,52.2,20.8,69.44,30
[2022-11-28 15:40:29.669] ,52.1,20.8,69.44,30
[2022-11-28 15:40:30.676] ,52.1,20.8,69.44,30
[2022-11-28 15:40:31.676] ,51.9,20.8,69.44,30
[2022-11-28 15:40:32.687] ,51.9,20.8,69.44,30
[2022-11-28 15:40:33.686] ,51.9,20.8,69.44,30
[2022-11-28 15:40:34.694] ,51.9,20.8,69.44,30
[2022-11-28 15:40:35.698] ,51.9,20.8,69.44,30
[2022-11-28 15:40:36.705] ,51.9,20.8,69.44,30
[2022-11-28 15:40:37.709] ,51.9,20.8,69.44,30
[2022-11-28 15:40:38.716] ,51.9,20.8,69.44,30
[2022-11-28 15:40:39.716] ,51.9,20.8,69.44,30
[2022-11-28 15:40:40.727] ,51.9,20.8,69.44,30
[2022-11-28 15:40:41.726] ,51.8,20.8,69.44,30
[2022-11-28 15:40:42.734] ,51.8,20.8,69.44,30
[2022-11-28 15:40:43.737] ,51.8,20.8,69.44,30
[2022-11-28 15:40:44.745] ,51.8,20.8,69.44,30
[2022-11-28 15:40:45.748] ,51.8,20.8,69.44,30
[2022-11-28 15:40:46.756] ,51.8,20.8,69.44,30
[2022-11-28 15:40:47.755] ,51.7,20.8,69.44,30
[2022-11-28 15:40:48.767] ,51.7,20.8,69.44,30
[2022-11-28 15:40:49.766] ,51.7,20.8,69.44,30
[2022-11-28 15:40:50.774] ,51.7,20.8,69.44,30
[2022-11-28 15:40:51.777] ,51.6,20.8,69.44,30
[2022-11-28 15:40:52.785] ,51.6,20.8,69.44,30
[2022-11-28 15:40:53.788] ,51.5,20.8,69.44,30
[2022-11-28 15:40:54.796] ,51.5,20.8,69.44,30
[2022-11-28 15:40:55.795] ,51.5,20.8,69.44,30
[2022-11-28 15:40:56.807] ,51.5,20.8,69.44,30
[2022-11-28 15:40:57.806] ,51.5,20.8,69.44,30
[2022-11-28 15:40:58.814] ,51.5,20.8,69.44,30
[2022-11-28 15:40:59.812] ,51.5,20.8,69.44,30
[2022-11-28 15:41:00.825] ,51.5,20.8,69.44,30
[2022-11-28 15:41:01.829] ,51.5,20.8,69.44,30
[2022-11-28 15:41:02.835] ,51.5,20.8,69.44,30
[2022-11-28 15:41:03.836] ,51.5,20.8,69.44,30
[2022-11-28 15:41:04.847] ,51.5,20.8,69.44,30
[2022-11-28 15:41:05.846] ,51.5,20.8,69.44,30
[2022-11-28 15:41:06.853] ,51.5,20.8,69.44,30
[2022-11-28 15:41:07.857] ,51.5,20.8,69.44,30
[2022-11-28 15:41:08.865] ,51.5,20.8,69.44,30
[2022-11-28 15:41:09.868] ,51.5,20.8,69.44,30
[2022-11-28 15:41:10.875] ,51.5,20.8,69.44,30
[2022-11-28 15:41:11.876] ,51.5,20.8,69.44,30
[2022-11-28 15:41:12.886] ,51.5,20.8,69.44,30
[2022-11-28 15:41:13.887] ,51.5,20.8,69.44,30
[2022-11-28 15:41:14.893] ,51.5,20.8,69.44,30
[2022-11-28 15:41:15.897] ,51.5,20.8,69.44,30
[2022-11-28 15:41:16.904] ,51.5,20.8,69.44,30
[2022-11-28 15:41:17.908] ,51.5,20.8,69.44,30
[2022-11-28 15:41:18.916] ,51.5,20.8,69.44,30
[2022-11-28 15:41:19.915] ,51.6,20.8,69.44,30
[2022-11-28 15:41:20.922] ,51.6,20.8,69.44,30
[2022-11-28 15:41:21.926] ,51.6,20.8,69.44,30
[2022-11-28 15:41:22.934] ,51.6,20.8,69.44,30
[2022-11-28 15:41:23.936] ,51.6,20.8,69.44,30
[2022-11-28 15:41:24.945] ,51.6,20.8,69.44,30
[2022-11-28 15:41:25.943] ,51.5,20.8,69.44,30
[2022-11-28 15:41:26.955] ,51.5,20.8,69.44,30
[2022-11-28 15:41:27.954] ,51.5,20.8,69.44,30
[2022-11-28 15:41:28.962] ,51.5,20.8,69.44,30
[2022-11-28 15:41:29.966] ,51.5,20.8,69.44,30
[2022-11-28 15:41:30.973] ,51.5,20.8,69.44,30
[2022-11-28 15:41:31.976] ,51.5,20.8,69.44,30
[2022-11-28 15:41:32.984] ,51.5,20.8,69.44,30
[2022-11-28 15:41:33.983] ,51.5,20.8,69.44,30
[2022-11-28 15:41:34.986] ,51.5,20.8,69.44,30
[2022-11-28 15:41:35.989] ,51.5,20.8,69.44,30
[2022-11-28 15:41:36.997] ,51.5,20.8,69.44,30
[2022-11-28 15:41:38.004] ,51.5,20.8,69.44,30
[2022-11-28 15:41:39.012] ,51.5,20.8,69.44,30
[2022-11-28 15:41:40.011] ,51.5,20.8,69.44,30
[2022-11-28 15:41:41.021] ,51.5,20.8,69.44,30
[2022-11-28 15:41:42.016] ,51.6,20.8,69.44,30
[2022-11-28 15:41:43.027] ,51.6,20.8,69.44,30
[2022-11-28 15:41:44.027] ,51.6,20.8,69.44,30
[2022-11-28 15:41:45.034] ,51.6,20.8,69.44,30
[2022-11-28 15:41:46.041] ,51.6,20.8,69.44,30
[2022-11-28 15:41:47.051] ,51.6,20.8,69.44,30
[2022-11-28 15:41:48.045] ,51.6,20.8,69.44,30
[2022-11-28 15:41:49.063] ,51.6,20.8,69.44,30
[2022-11-28 15:41:50.063] ,51.6,20.8,69.44,30
[2022-11-28 15:41:51.067] ,51.6,20.8,69.44,30
[2022-11-28 15:41:52.070] ,51.6,20.8,69.44,30
[2022-11-28 15:41:53.078] ,51.6,20.8,69.44,30
[2022-11-28 15:41:54.081] ,51.6,20.8,69.44,30
[2022-11-28 15:41:55.087] ,51.6,20.8,69.44,30
[2022-11-28 15:41:56.091] ,51.6,20.8,69.44,30
[2022-11-28 15:41:57.094] ,51.6,20.8,69.44,30
[2022-11-28 15:41:58.104] ,51.6,20.8,69.44,30
[2022-11-28 15:41:59.104] ,51.6,20.8,69.44,30
[2022-11-28 15:42:00.111] ,51.6,20.8,69.44,30
[2022-11-28 15:42:01.121] ,51.6,20.8,69.44,30
[2022-11-28 15:42:02.124] ,51.6,20.8,69.44,30
[2022-11-28 15:42:03.133] ,51.6,20.8,69.44,30
[2022-11-28 15:42:04.127] ,49.9,20.8,69.44,30
[2022-11-28 15:42:05.138] ,49.9,20.8,69.44,30
[2022-11-28 15:42:06.142] ,50.5,20.8,69.44,30
[2022-11-28 15:42:07.146] ,50.5,20.8,69.44,30
[2022-11-28 15:42:08.153] ,51,20.8,69.44,30
[2022-11-28 15:42:09.158] ,51,20.8,69.44,30
[2022-11-28 15:42:10.160] ,51.9,20.8,69.44,30
[2022-11-28 15:42:11.170] ,51.9,20.8,69.44,30
[2022-11-28 15:42:12.169] ,51.2,20.8,69.44,30
[2022-11-28 15:42:13.175] ,51.2,20.8,69.44,30
[2022-11-28 15:42:14.175] ,51.5,20.8,69.44,30
[2022-11-28 15:42:15.185] ,51.5,20.8,69.44,30
[2022-11-28 15:42:16.193] ,52,20.8,69.44,30
[2022-11-28 15:42:17.201] ,52,20.8,69.44,30
[2022-11-28 15:42:18.200] ,52.1,20.8,69.44,30
[2022-11-28 15:42:19.210] ,52.1,20.8,69.44,30
[2022-11-28 15:42:20.209] ,52.2,20.8,69.44,30
[2022-11-28 15:42:21.218] ,52.2,20.8,69.44,30
[2022-11-28 15:42:22.216] ,52.4,20.8,69.44,30
[2022-11-28 15:42:23.227] ,52.4,20.8,69.44,30
[2022-11-28 15:42:24.234] ,52.4,20.8,69.44,30
[2022-11-28 15:42:25.239] ,52.4,20.8,69.44,30
[2022-11-28 15:42:26.243] ,52.2,20.8,69.44,30
[2022-11-28 15:42:27.252] ,52.2,20.8,69.44,30
[2022-11-28 15:42:28.249] ,52.1,20.8,69.44,30
[2022-11-28 15:42:29.262] ,52.1,20.8,69.44,30
[2022-11-28 15:42:30.257] ,51.9,20.8,69.44,30
[2022-11-28 15:42:31.269] ,51.9,20.8,69.44,30
[2022-11-28 15:42:32.272] ,51.9,20.8,69.44,30
[2022-11-28 15:42:33.281] ,51.9,20.8,69.44,30
[2022-11-28 15:42:34.284] ,51.9,20.8,69.44,30
[2022-11-28 15:42:35.292] ,51.9,20.8,69.44,30
[2022-11-28 15:42:36.295] ,51.9,20.8,69.44,30
[2022-11-28 15:42:37.304] ,51.9,20.8,69.44,30
[2022-11-28 15:42:38.301] ,51.9,20.8,69.44,30
[2022-11-28 15:42:39.314] ,51.9,20.8,69.44,30
[2022-11-28 15:42:40.310] ,51.8,20.8,69.44,30
[2022-11-28 15:42:41.317] ,51.8,20.8,69.44,30
[2022-11-28 15:42:42.321] ,51.8,20.8,69.44,30
[2022-11-28 15:42:43.331] ,51.8,20.8,69.44,30
[2022-11-28 15:42:44.330] ,51.8,20.8,69.44,30
[2022-11-28 15:42:45.336] ,51.8,20.8,69.44,30
[2022-11-28 15:42:46.337] ,51.7,20.8,69.44,30
[2022-11-28 15:42:47.352] ,51.7,20.8,69.44,30
[2022-11-28 15:42:48.353] ,51.7,20.8,69.44,30
[2022-11-28 15:42:49.356] ,51.7,20.8,69.44,30
[2022-11-28 15:42:50.359] ,51.6,20.8,69.44,30
[2022-11-28 15:42:51.368] ,51.6,20.8,69.44,30
[2022-11-28 15:42:52.372] ,51.5,20.8,69.44,30
[2022-11-28 15:42:53.381] ,51.5,20.8,69.44,30
[2022-11-28 15:42:54.386] ,51.5,20.8,69.44,30
[2022-11-28 15:42:55.389] ,51.5,20.8,69.44,30
[2022-11-28 15:42:56.392] ,51.5,20.8,69.44,30
[2022-11-28 15:42:57.394] ,51.5,20.8,69.44,30
[2022-11-28 15:42:58.402] ,51.5,20.8,69.44,30
[2022-11-28 15:42:59.412] ,51.5,20.8,69.44,30
[2022-11-28 15:43:00.412] ,51.5,20.8,69.44,30
[2022-11-28 15:43:01.422] ,51.5,20.8,69.44,30
[2022-11-28 15:43:02.424] ,51.5,20.8,69.44,30
[2022-11-28 15:43:03.432] ,51.5,20.8,69.44,30
[2022-11-28 15:43:04.432] ,51.5,20.8,69.44,30
[2022-11-28 15:43:05.441] ,51.5,20.8,69.44,30
[2022-11-28 15:43:06.438] ,51.5,20.8,69.44,30
[2022-11-28 15:43:07.449] ,51.5,20.8,69.44,30
[2022-11-28 15:43:08.452] ,51.5,20.8,69.44,30
[2022-11-28 15:43:09.461] ,51.5,20.8,69.44,30
[2022-11-28 15:43:10.462] ,51.5,20.8,69.44,30
[2022-11-28 15:43:11.471] ,51.5,20.8,69.44,30
[2022-11-28 15:43:12.472] ,51.5,20.8,69.44,30
[2022-11-28 15:43:13.482] ,51.5,20.8,69.44,30
[2022-11-28 15:43:14.479] ,51.5,20.8,69.44,30
[2022-11-28 15:43:15.486] ,51.5,20.8,69.44,30
[2022-11-28 15:43:16.488] ,51.5,20.8,69.44,30
[2022-11-28 15:43:17.503] ,51.5,20.8,69.44,30
[2022-11-28 15:43:18.498] ,51.6,20.8,69.44,30
[2022-11-28 15:43:19.512] ,51.6,20.8,69.44,30
[2022-11-28 15:43:20.514] ,51.6,20.8,69.44,30
[2022-11-28 15:43:21.518] ,51.6,20.8,69.44,30
[2022-11-28 15:43:22.522] ,51.6,20.8,69.44,30
[2022-11-28 15:43:23.525] ,51.6,20.8,69.44,30
[2022-11-28 15:43:24.533] ,51.5,20.8,69.44,30
[2022-11-28 15:43:25.541] ,51.5,20.8,69.44,30
[2022-11-28 15:43:26.546] ,51.5,20.8,69.44,30
[2022-11-28 15:43:27.548] ,51.5,20.8,69.44,30
[2022-11-28 15:43:28.555] ,51.5,20.8,69.44,30
[2022-11-28 15:43:29.563] ,51.5,20.8,69.44,30
[2022-11-28 15:43:30.556] ,51.5,20.8,69.44,30
[2022-11-28 15:43:31.571] ,51.5,20.8,69.44,30
[2022-11-28 15:43:32.568] ,51.5,20.8,69.44,30
[2022-11-28 15:43:33.574] ,51.5,20.8,69.44,30
[2022-11-28 15:43:34.582] ,51.5,20.8,69.44,30
[2022-11-28 15:43:35.585] ,51.5,20.8,69.44,30
[2022-11-28 15:43:36.588] ,51.5,20.8,69.44,30
[2022-11-28 15:43:37.599] ,51.5,20.8,69.44,30
[2022-11-28 15:43:38.599] ,51.5,20.8,69.44,30
[2022-11-28 15:43:39.604] ,51.5,20.8,69.44,30
[2022-11-28 15:43:40.608] ,51.6,20.8,69.44,30
[2022-11-28 15:43:41.615] ,51.6,20.8,69.44,30
[2022-11-28 15:43:42.619] ,51.6,20.8,69.44,30
[2022-11-28 15:43:43.628] ,51.6,20.8,69.44,30
[2022-11-28 15:43:44.631] ,51.6,20.8,69.44,30
[2022-11-28 15:43:45.644] ,51.6,20.8,69.44,30
[2022-11-28 15:43:46.643] ,51.6,20.8,69.44,30
[2022-11-28 15:43:47.648] ,51.6,20.8,69.44,30
[2022-11-28 15:43:48.652] ,51.6,20.8,69.44,30
[2022-11-28 15:43:49.659] ,51.6,20.8,69.44,30
[2022-11-28 15:43:50.657] ,51.6,20.8,69.44,30
[2022-11-28 15:43:51.670] ,51.6,20.8,69.44,30
[2022-11-28 15:43:52.664] ,51.6,20.8,69.44,30
[2022-11-28 15:43:53.676] ,51.6,20.8,69.44,30
[2022-11-28 15:43:54.678] ,51.6,20.8,69.44,30
[2022-11-28 15:43:55.690] ,51.6,20.8,69.44,30
[2022-11-28 15:43:56.688] ,51.6,20.8,69.44,30
[2022-11-28 15:43:57.695] ,51.6,20.8,69.44,30
[2022-11-28 15:43:58.702] ,51.6,20.8,69.44,30
[2022-11-28 15:43:59.706] ,51.6,20.8,69.44,30
[2022-11-29 14:06:00.445] ,47.9,21.5,70.7,50
[2022-11-29 14:06:01.448] ,47.9,21.5,70.7,50
[2022-11-29 14:06:02.462] ,47.9,21.5,70.7,50
[2022-11-29 14:06:03.464] ,47.9,21.5,70.7,50
[2022-11-29 14:06:04.474] ,47.9,21.5,70.7,50
[2022-11-29 14:06:05.480] ,47.9,21.5,70.7,50
[2022-11-29 14:06:06.491] ,47.9,21.5,70.7,50
[2022-11-29 14:06:07.497] ,47.9,21.5,70.7,50
[2022-11-29 14:06:08.507] ,47.9,21.5,70.7,50
[2022-11-29 14:06:09.514] ,47.9,21.5,70.7,50
[2022-11-29 14:06:10.524] ,47.9,21.5,70.7,50
[2022-11-29 14:06:11.524] ,47.9,21.5,70.7,50
[2022-11-29 14:06:12.541] ,47.9,21.5,70.7,50
[2022-11-29 14:06:13.543] ,47.9,21.5,70.7,50
[2022-11-29 14:06:14.557] ,47.9,21.5,70.7,50
[2022-11-29 14:06:15.559] ,47.9,21.5,70.7,50
[2022-11-29 14:06:16.569] ,47.9,21.5,70.7,50
[2022-11-29 14:06:17.576] ,47.9,21.5,70.7,50
[2022-11-29 14:06:18.585] ,48,21.5,70.7,50
[2022-11-29 14:06:19.592] ,48,21.5,70.7,50
[2022-11-29 14:06:20.603] ,48,21.5,70.7,50
[2022-11-29 14:06:21.609] ,48,21.5,70.7,50
[2022-11-29 14:06:22.617] ,47.9,21.5,70.7,50
[2022-11-29 14:06:23.621] ,47.9,21.5,70.7,50
[2022-11-29 14:06:24.636] ,47.9,21.5,70.7,50
[2022-11-29 14:06:25.638] ,47.9,21.5,70.7,50
